# meep=1.28.0 res=30.0 cols=wavelength_um,R,T
1.449541284403669694e+00,9.998339332009883451e-01,8.952458637652978580e-06
1.431159420289855211e+00,9.996296648352933634e-01,6.236059482903034191e-06
1.413237924865831774e+00,1.000647863968365803e+00,9.598225635732911975e-06
1.395759717314487558e+00,9.996009282941075158e-01,1.547653004343733899e-05
1.378708551483420530e+00,9.996230847184994772e-01,1.213645082287617542e-05
1.362068965517241548e+00,1.000951138909019100e+00,2.252056258212512964e-05
1.345826235093696921e+00,9.991682059179888276e-01,3.731994790754678703e-05
1.329966329966330019e+00,9.996450686138905750e-01,3.561027803171304233e-05
1.314475873544093343e+00,1.001495384035433700e+00,7.890896306908637718e-05
1.299342105263157965e+00,9.981713549044585188e-01,1.417863913772243853e-04
1.284552845528455389e+00,9.996954138255824684e-01,1.834887503219098171e-04
1.270096463022508004e+00,1.002551661725878063e+00,5.028574217500012423e-04
1.255961844197138300e+00,9.945371119135346660e-01,1.141998415023795467e-03
1.242138364779874271e+00,9.981120587288327961e-01,2.509563319561641283e-03
1.228615863141524045e+00,9.985268858821108040e-01,1.155965160890502254e-02
1.215384615384615508e+00,9.049895690834314221e-01,7.316194975192813477e-02
1.202435312024353165e+00,3.449013284686544643e-03,9.218910271808095080e-01
1.189759036144578452e+00,7.252623453936180020e-01,2.668528273808513096e-01
1.177347242921013448e+00,8.354976787505236091e-01,1.838736744352727215e-01
1.165191740412979460e+00,7.430735242526053108e-01,2.481460699314516349e-01
1.153284671532846861e+00,4.292397799046878126e-01,5.657037520973645650e-01
1.141618497109826658e+00,2.834722102128698750e-03,1.009117753106774762e+00
1.130185979971387811e+00,3.712677704131127632e-01,6.211785526463633467e-01
1.118980169971671490e+00,6.111059025119418564e-01,3.836138026034404125e-01
1.107994389901823418e+00,6.672624000370640518e-01,3.460549734601194305e-01
1.097222222222222321e+00,5.899933364075951037e-01,4.057123622951964159e-01
1.086657496561210579e+00,4.059426799559373022e-01,5.814058283596523768e-01
1.076294277929155330e+00,1.172241144124149537e-01,8.862145384078645716e-01
1.066126855600539880e+00,9.627849786910737395e-02,9.133192365563544968e-01
1.056149732620320858e+00,3.623703888900851044e-01,6.482747126362325973e-01
1.046357615894039750e+00,5.139550053978225730e-01,4.782484447122746785e-01
1.036745406824147064e+00,5.265805977022230966e-01,4.613063816095229197e-01
1.027308192457737412e+00,5.042850567173552401e-01,5.164160187157634807e-01
1.018041237113402220e+00,3.541473926124509841e-01,6.401193507409722594e-01
1.008939974457215838e+00,8.205824007031363443e-02,9.052428114119211999e-01
1.000000000000000000e+00,2.071298257071248899e-02,1.029650737228042123e+00
