# meep=1.28.0 res=30.0 cols=t,Ez1,Ez2 dt=4.004 c_err=0.0011 echo=0.0000
1.700000000000000178e+00,1.612597764462784943e-11,0.000000000000000000e+00
1.750000000000000000e+00,1.543384557134427357e-10,0.000000000000000000e+00
1.800000000000000044e+00,1.156828197256242601e-09,0.000000000000000000e+00
1.850000000000000089e+00,6.802520892083521791e-09,0.000000000000000000e+00
1.900000000000000133e+00,3.129165103671030650e-08,0.000000000000000000e+00
1.950000000000000178e+00,1.115836760853595379e-07,0.000000000000000000e+00
2.000000000000000000e+00,3.027009820739121407e-07,0.000000000000000000e+00
2.050000000000000266e+00,6.017455934637591147e-07,0.000000000000000000e+00
2.100000000000000089e+00,8.051333469250762056e-07,0.000000000000000000e+00
2.149999999999999911e+00,5.368378809577315449e-07,0.000000000000000000e+00
2.200000000000000178e+00,-2.976869919465626582e-07,0.000000000000000000e+00
2.250000000000000000e+00,-1.162614566026048380e-06,0.000000000000000000e+00
2.300000000000000266e+00,-1.619111091474316836e-06,0.000000000000000000e+00
2.350000000000000089e+00,-2.189590916031284575e-06,0.000000000000000000e+00
2.400000000000000355e+00,-3.312709683994812387e-06,0.000000000000000000e+00
2.450000000000000178e+00,-4.294170010179044720e-06,0.000000000000000000e+00
2.500000000000000000e+00,-4.961585881688242210e-06,0.000000000000000000e+00
2.550000000000000266e+00,-6.050638953890148925e-06,0.000000000000000000e+00
2.600000000000000089e+00,-7.098058006131181038e-06,0.000000000000000000e+00
2.650000000000000355e+00,-7.689390024243357479e-06,0.000000000000000000e+00
2.700000000000000178e+00,-8.550563789465204646e-06,0.000000000000000000e+00
2.750000000000000000e+00,-9.168258784166802332e-06,0.000000000000000000e+00
2.800000000000000266e+00,-9.273384069119209442e-06,0.000000000000000000e+00
2.850000000000000089e+00,-9.504280610887146276e-06,0.000000000000000000e+00
2.900000000000000355e+00,-9.119873740871074023e-06,0.000000000000000000e+00
2.950000000000000178e+00,-8.308036701351998891e-06,0.000000000000000000e+00
3.000000000000000000e+00,-7.325106526098605358e-06,0.000000000000000000e+00
3.050000000000000266e+00,-5.453986860749420005e-06,1.761402627723614287e-110
3.100000000000000089e+00,-3.348223249762896245e-06,5.918994379295915895e-105
3.150000000000000355e+00,-5.872533097292686930e-07,3.579716082373834578e-100
3.200000000000000178e+00,2.875786843563693949e-06,7.402920304746372583e-96
3.250000000000000000e+00,6.584263716969395213e-06,6.989391596061103626e-92
3.300000000000000266e+00,1.116326890422741498e-05,3.556443296597529486e-88
3.350000000000000089e+00,1.589392776353805100e-05,1.086404539918978118e-84
3.400000000000000355e+00,2.112592474199178103e-05,2.149288584018627469e-81
3.450000000000000178e+00,2.661801530341994376e-05,2.912922569540868194e-78
3.500000000000000000e+00,3.198893661724223257e-05,2.824209086706617083e-75
3.550000000000000266e+00,3.754284036213385791e-05,2.027317681569486922e-72
3.600000000000000089e+00,4.243015947244793419e-05,1.107970887206677684e-69
3.650000000000000355e+00,4.702764900987157695e-05,4.717965543551898180e-67
3.700000000000000178e+00,5.057751755008825593e-05,1.596034462701110418e-64
3.750000000000000000e+00,5.305491022697321848e-05,4.360958056043116432e-62
3.800000000000000266e+00,5.415933890574093528e-05,9.762645714231254588e-60
3.850000000000000089e+00,5.334349443426393805e-05,1.812944207986448361e-57
3.900000000000000355e+00,5.076284141781947239e-05,2.823274465213613553e-55
3.950000000000000178e+00,4.558389683821239147e-05,3.722548674883453305e-53
