# meep=1.28.0 res=30.0 cols=t,Ez1,Ez2 dt=4.004 c_err=0.0011 echo=0.0000
1.850000000000000000e+01,-1.379019851140820818e-01,-5.005649371093041644e-01
1.855000000000000071e+01,-1.270167292028728523e-01,-4.925445452517141498e-01
1.860000000000000142e+01,-1.135075198435859523e-01,-4.718197240148586102e-01
1.865000000000000213e+01,-9.789577806275291672e-02,-4.389565012183606618e-01
1.869999999999999929e+01,-8.072921481937536670e-02,-3.948520205514459702e-01
1.875000000000000000e+01,-6.256388332296078381e-02,-3.407085867963298709e-01
1.880000000000000071e+01,-4.394899078540595583e-02,-2.779993269348270402e-01
1.885000000000000142e+01,-2.541091820804265364e-02,-2.084255144520354430e-01
1.890000000000000213e+01,-7.440795615775070738e-03,-1.338683599228144838e-01
1.894999999999999929e+01,9.518038291197072898e-03,-5.633471355842506467e-02
1.900000000000000000e+01,2.507850473370312402e-02,2.209923840477157758e-02
1.905000000000000071e+01,3.891798555298780354e-02,9.934745251627435936e-02
1.910000000000000142e+01,5.078224534900475234e-02,1.733717225796888306e-01
1.915000000000000213e+01,6.048900423201741816e-02,2.422393595465155425e-01
1.920000000000000284e+01,6.792732388653993647e-02,3.041754805163708886e-01
1.925000000000000000e+01,7.305683624129029330e-02,3.576122286983302034e-01
1.930000000000000071e+01,7.590313026547471087e-02,4.012296044064916911e-01
1.935000000000000142e+01,7.655338795382252148e-02,4.339906900069345763e-01
1.940000000000000213e+01,7.514870618979031802e-02,4.551664458283085080e-01
1.945000000000000284e+01,7.187721117285275629e-02,4.643531834791810864e-01
1.950000000000000000e+01,6.696448567720031386e-02,4.614787591820295187e-01
1.955000000000000071e+01,6.066538445759263321e-02,4.468007354199903247e-01
1.960000000000000142e+01,5.325380428740687094e-02,4.208936858212543042e-01
1.965000000000000213e+01,4.501440921803447764e-02,3.846288167259608315e-01
1.970000000000000284e+01,3.623289195428802678e-02,3.391443604105474630e-01
1.975000000000000000e+01,2.718866282921925115e-02,2.858096011248669743e-01
1.980000000000000071e+01,1.814653813043341779e-02,2.261822955725789619e-01
1.985000000000000142e+01,9.351187218285381478e-03,1.619617966710498458e-01
1.990000000000000213e+01,1.020888898067259191e-03,9.493886565932735389e-02
1.995000000000000284e+01,-6.655786417089972276e-03,2.694370775859589173e-02
2.000000000000000000e+01,-1.352384098029996845e-02,-4.020573221194093105e-02
2.005000000000000071e+01,-1.946278501235174097e-02,-1.047546320980982104e-01
2.010000000000000142e+01,-2.438812974849892054e-02,-1.650584592810693252e-01
2.015000000000000213e+01,-2.825009268533956730e-02,-2.196269284453907233e-01
2.020000000000000284e+01,-3.103299997678569608e-02,-2.671613478821281973e-01
2.025000000000000000e+01,-3.275215180536865389e-02,-3.065869435794482678e-01
2.030000000000000071e+01,-3.345161398209002546e-02,-3.370764817191673757e-01
2.035000000000000142e+01,-3.319979003854919841e-02,-3.580678268935715280e-01
2.040000000000000213e+01,-3.208619404782901696e-02,-3.692717300199382380e-01
2.045000000000000284e+01,-3.021634405333559550e-02,-3.706733880878564369e-01
2.050000000000000000e+01,-2.770813340345321119e-02,-3.625242521466338630e-01
2.055000000000000071e+01,-2.468664437898352923e-02,-3.453283087510337634e-01
2.060000000000000142e+01,-2.128068351532434385e-02,-3.198196506655177629e-01
2.065000000000000213e+01,-1.761803027850507297e-02,-2.869359620221014207e-01
2.070000000000000284e+01,-1.382259078063653723e-02,-2.477851763124803708e-01
2.075000000000000000e+01,-1.001046442427129882e-02,-2.036100109063866959e-01
2.080000000000000071e+01,-6.288023626635796427e-03,-1.557481341208529491e-01
2.085000000000000142e+01,-2.749024771912239075e-03,-1.055924144777410367e-01
2.090000000000000213e+01,5.262379669583711582e-04,-5.454952291023551503e-02
2.095000000000000284e+01,3.472708580039605454e-03,-4.000769074655630142e-03
2.100000000000000000e+01,6.040344348219693973e-03,4.473605150594828217e-02
2.105000000000000071e+01,8.194849681234472188e-03,9.044075544741561612e-02
2.110000000000000142e+01,9.916508300887014182e-03,1.320215543145576431e-01
2.115000000000000213e+01,1.120005423163932499e-02,1.685405158561552597e-01
2.120000000000000284e+01,1.205277776573757641e-02,1.992339845309734903e-01
2.125000000000000000e+01,1.249378108446044799e-02,2.235271105680396997e-01
2.130000000000000071e+01,1.255162268828366977e-02,2.410423284904390506e-01
2.135000000000000142e+01,1.226323218529941014e-02,2.516021201148524455e-01
2.140000000000000213e+01,1.167136558787660282e-02,2.552254715675734698e-01
2.145000000000000284e+01,1.082344397821615248e-02,2.521194905474067882e-01
2.150000000000000000e+01,9.769065858429133720e-03,2.426651609692553335e-01
2.155000000000000071e+01,8.558994635770544174e-03,2.273997033195139239e-01
2.160000000000000142e+01,7.242923784736140722e-03,2.069940803868351997e-01
2.165000000000000213e+01,5.868778586699972301e-03,1.822289305945771209e-01
2.170000000000000284e+01,4.480865054347391713e-03,1.539670307214731360e-01
2.175000000000000000e+01,3.119583519483744207e-03,1.231261560657373050e-01
2.180000000000000071e+01,1.820023421656169873e-03,9.065001573213718467e-02
2.185000000000000142e+01,6.121194373291445221e-04,5.748147020434068305e-02
2.190000000000000213e+01,-4.803088577478586171e-04,2.453532081982932878e-02
2.195000000000000284e+01,-1.438986000050688574e-03,-7.325026932930512463e-03
2.200000000000000000e+01,-2.251748079236976820e-03,-3.731006122330926544e-02
2.205000000000000071e+01,-2.911628287416948187e-03,-6.472164963829372952e-02
2.210000000000000142e+01,-3.417118937398272091e-03,-8.896877967727824521e-02
2.215000000000000213e+01,-3.771011454631930954e-03,-1.095776984994324410e-01
2.220000000000000284e+01,-3.980458581460630599e-03,-1.261998305118927632e-01
2.225000000000000000e+01,-4.055676749172042357e-03,-1.386140813517519055e-01
2.230000000000000071e+01,-4.009915674973687366e-03,-1.467268763689706934e-01
2.235000000000000142e+01,-3.858126358914403756e-03,-1.505671079131082057e-01
2.240000000000000213e+01,-3.616933972581276059e-03,-1.502791526981615000e-01
2.245000000000000284e+01,-3.303358250035913577e-03,-1.461117590221582274e-01
2.250000000000000000e+01,-2.934865360059015198e-03,-1.384056185622447033e-01
2.255000000000000071e+01,-2.528203968292130205e-03,-1.275780715617876315e-01
2.260000000000000142e+01,-2.099586295573010585e-03,-1.141072627509101545e-01
2.265000000000000213e+01,-1.663677302500089555e-03,-9.851484072053974528e-02
2.270000000000000284e+01,-1.233928606220254139e-03,-8.134889114647989028e-02
2.275000000000000000e+01,-8.217332199568017428e-04,-6.316681452910841155e-02
2.280000000000000071e+01,-4.369124393595353196e-04,-4.451911434264591710e-02
2.285000000000000142e+01,-8.702697020923855437e-05,-2.593438490301511190e-02
2.290000000000000213e+01,2.220016306387156372e-04,-7.905682405552134223e-03
2.295000000000000284e+01,4.864483339577004169e-04,9.120899110164356824e-03
2.300000000000000000e+01,7.040598735894684941e-04,2.475606061123273444e-02
2.305000000000000071e+01,8.745144897614530281e-04,3.867423375249727513e-02
2.310000000000000142e+01,9.986315934530625577e-04,5.061900244612902583e-02
2.315000000000000213e+01,1.078770788733792851e-03,6.040526753547530159e-02
2.320000000000000284e+01,1.118014020210238721e-03,6.792024052050116278e-02
2.325000000000000000e+01,1.120538989637720213e-03,7.312113285116061956e-02
2.330000000000000071e+01,1.090807484606040470e-03,7.603223126626432182e-02
2.335000000000000142e+01,1.033942419458400239e-03,7.673888129666703306e-02
2.340000000000000213e+01,9.549490463506305491e-04,7.538155176312243133e-02
2.345000000000000284e+01,8.591163350810265571e-04,7.214720742306580947e-02
2.350000000000000000e+01,7.512893489618274615e-04,6.726150770054709072e-02
2.355000000000000071e+01,6.363066287903766487e-04,6.097881956215284865e-02
2.360000000000000142e+01,5.183330747012529407e-04,5.357376398219342029e-02
2.365000000000000213e+01,4.013368294094453339e-04,4.533110990698738935e-02
2.370000000000000284e+01,2.884839331196182178e-04,3.653779490517625878e-02
2.375000000000000000e+01,1.826512807158571722e-04,2.747378739739384651e-02
2.380000000000000071e+01,8.587835819168299968e-05,1.840549658840156741e-02
2.385000000000000142e+01,-9.249783204647938272e-08,9.578430600512305437e-03
2.390000000000000213e+01,-7.431566621519886194e-05,1.212617617271429752e-03
2.395000000000000284e+01,-1.360865597598174073e-04,-6.502432184976628463e-03
2.400000000000000000e+01,-1.854028280880686951e-04,-1.341000043428338881e-02
2.405000000000000071e+01,-2.224058423210785104e-04,-1.938872000094427756e-02
2.410000000000000142e+01,-2.478142551108072716e-04,-2.435256809170838893e-02
2.415000000000000213e+01,-2.623743060119252237e-04,-2.825107657071303235e-02
2.420000000000000284e+01,-2.672751800474729481e-04,-3.106733968682201183e-02
2.425000000000000000e+01,-2.636180768836045947e-04,-3.281624789475487414e-02
2.430000000000000071e+01,-2.528202994950437370e-04,-3.354100305415580463e-02
2.435000000000000142e+01,-2.361107716749050883e-04,-3.330990999309277334e-02
2.440000000000000213e+01,-2.149270266501773557e-04,-3.221200259828169155e-02
2.445000000000000284e+01,-1.904420629063533345e-04,-3.035300036034615373e-02
2.450000000000000000e+01,-1.639560378794047049e-04,-2.785067164707567822e-02
2.455000000000000071e+01,-1.364565110367272813e-04,-2.483055175263040870e-02
2.460000000000000142e+01,-1.090046182319485876e-04,-2.142161494544095324e-02
2.465000000000000213e+01,-8.232860306203816148e-05,-1.775227064678002592e-02
2.470000000000000284e+01,-5.720239663941202807e-05,-1.394680175844135485e-02
2.475000000000000000e+01,-3.407110621203383036e-05,-1.012202735606471810e-02
2.480000000000000071e+01,-1.341855634346440643e-05,-6.384814087440073352e-03
2.485000000000000142e+01,4.577301955915661029e-06,-2.829640700702702044e-03
2.490000000000000213e+01,1.969180084638088782e-05,4.626742593641357953e-04
2.495000000000000284e+01,3.197076301003131060e-05,3.426425851954210608e-03
2.500000000000000000e+01,4.139644247717693629e-05,6.011090284843085066e-03
2.505000000000000071e+01,4.818001728459248169e-05,8.181853770943008433e-03
2.510000000000000142e+01,5.244906250657124748e-05,9.918615707346218474e-03
2.515000000000000213e+01,5.451751274798433697e-05,1.121575695161826369e-02
2.520000000000000284e+01,5.459719089007021591e-05,1.208031083172601133e-02
2.525000000000000000e+01,5.304653008894282657e-05,1.253120212149120422e-02
2.530000000000000071e+01,5.010815299910505941e-05,1.259686810284801721e-02
2.535000000000000142e+01,4.613686982714602708e-05,1.231422607810668361e-02
2.540000000000000213e+01,4.136448392732521994e-05,1.172603617444136458e-02
2.545000000000000284e+01,3.610720137048086247e-05,1.087984472882708685e-02
2.550000000000000000e+01,3.055788749048219240e-05,9.825355442267189043e-03
2.555000000000000071e+01,2.497281589295347666e-05,8.613556081437809264e-03
2.560000000000000142e+01,1.949094812355635177e-05,7.294314157177346318e-03
2.565000000000000213e+01,1.429961178520941803e-05,5.915835112773266784e-03
2.570000000000000284e+01,9.480207099818581016e-06,4.522633583243325026e-03
2.575000000000000000e+01,5.151994877305399339e-06,3.155403273304537189e-03
2.580000000000000071e+01,1.343685736178620059e-06,1.849445569487480085e-03
2.585000000000000142e+01,-1.885622658143780693e-06,6.349645603656024588e-04
2.590000000000000213e+01,-4.549600724405750919e-06,-4.640296072257853047e-04
2.595000000000000284e+01,-6.637280143571200515e-06,-1.429044631502444929e-03
2.600000000000000000e+01,-8.191816277356898745e-06,-2.247763292674520748e-03
